Category,WebsiteName,WebsiteURL,WebpageTitle
DMOZ - Health: Animal: Veterinary Medicine,National Board of Veterinary Medical Examiners ,http://www.nbvme.org/,"Simple, Affordable, Effective Websites by Tao Interactive"
DMOZ - Health: Animal: Veterinary Medicine,NetVet Veterinary Resources ,http://netvet.wustl.edu/vet.htm,NetVet Veterinary Resources
DMOZ - Health: Animal: Veterinary Medicine,Side Effects of Rimadyl ,http://www.srdogs.com/Pages/rimadylfr.html,Rimadyl and Other NSAIDS - The Senior Dogs Project
DMOZ - Health: Animal: Veterinary Medicine,Tails of Hope Foundation ,http://www.tailsofhopefoundation.org/,Home - Tails Of Hope Foundation Tails Of Hope Foundation Home - Tails Of Hope Foundation | Courage Beyond Measure
DMOZ - Health: Animal: Veterinary Medicine,Texas Cooperative Extension: Veterinary Medicine ,http://aevm.tamu.edu/,Extension Veterinary Medicine
DMOZ - Health: Animal: Veterinary Medicine,UC Davis Dentistry  and Oral Surgery Service ,http://www.vetmed.ucdavis.edu/vsr/dentistry/default_den.htm,
DMOZ - Health: Animal: Alternative Medicine,Theravet ,http://www.theravet.com/,
DMOZ - Health: Animal: Alternative Medicine,Veterinary Institute of Integrative Medicine ,http://viim.org/,Veterinary Institute of Integrative Medicine
DMOZ - Health: Animal: Alternative Medicine,Veterinary Thermal Imaging ,http://www.veterinary-thermal-imaging.com/,
DMOZ - Health: Animal: Alternative Medicine,Yahoo! Groups: Animal Reiki Source ,https://groups.yahoo.com/neo/groups/animalreikisource/info,Yahoo! Groups
DMOZ - Health: Animal: Alternative Medicine,Yahoo! Groups: BeyondVaccination ,http://pets.groups.yahoo.com/group/BeyondVaccination/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,The Coffing Corporation ,http://www.coffingco.com/,The Coffing Corporation
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Consolidata Ltd ,http://www.consolidata.co.uk/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"CornerStar, Inc ",http://www.cornerstar.com/,"Cornerstar - Business intelligence and reporting tools for QAD mfg pro, Progress and OpenEdge"
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Crescent Blue Solutions, LLC ",http://www.crescentblue.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Daman Consulting ,http://www.damanconsulting.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Data Warehouse Logic, LLC ",http://www.dwlogic.com/,DWLOGIC (Data Warehouse Logic) | A Data Warehouse Consulting Firm specializes in Architecture.
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"DataSense Solutions, Inc. ",http://www.datasensesolutions.com/,"DataSense Solutions - Business Objects Sales, Consulting, Training and Tableau"
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Dataspace Incorporated ,http://www.dataspace.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,DOT Group ,http://www.dotgroup.co.uk/,The DOT Group | Data Management Solutions
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Dulcian, Inc. ",http://www.dulcian.com/,
DMOZ - Health: Animal: Veterinary Medicine,The Undercover Vet ,http://theundercovervet.blogspot.com/,The Undercover Vet
DMOZ - Health: Animal: Veterinary Medicine,Vaccine and Infectious Disease Organization ,http://www.vido.org/,VIDO-InterVac
DMOZ - Health: Animal: Veterinary Medicine,Vet Surgeon ,http://www.vetsurgeon.org/,"Veterinary Surgeons Forums, Jobs, News & CPD - VetSurgeon.org - VetSurgeon.org"
DMOZ - Health: Animal: Veterinary Medicine,A Vet's Guide to Life ,http://avetsguidetolife.blogspot.com/,A Vet's Guide To Life
DMOZ - Health: Animal: Veterinary Medicine,Veterinary Informatics ,http://netvet.wustl.edu/info.htm,NetVet Veterinary Resources - Veterinary Informatics
DMOZ - Health: Animal: Veterinary Medicine,Veterinary Information Network - VIN ,http://www.vin.com/,"Veterinary Information Network®, Inc. - VIN"
DMOZ - Health: Animal: Veterinary Medicine,Veterinary Medicine Resources ,http://vetmedicine.about.com/,The Spruce Pets - Make a Happy Home for Your Pets
DMOZ - Health: Animal: Veterinary Medicine,Veterinary Reproductive Pathology ,http://www.uoguelph.ca/~rfoster/repropath/repro.htm,
DMOZ - Health: Animal: Veterinary Medicine,VetNurse ,http://www.vetnurse.co.uk/,"Veterinary Nurses Forums, Jobs, News & CPD - Vet Nurse"
DMOZ - Health: Animal: Veterinary Medicine,VetProf and VetPlus ,http://www.vetprof.com/,Directnic Hosting
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Ebiexperts ,http://www.ebiexperts.com/,Agile Lifecycle Management Solutions Source Control | Version Management Quality Control | Publication Management
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Enterprise Warehousing Solutions, Inc. ",http://www.ewsolutions.com/,EWSolutions: Data Management Consulting Services | Data Management Training
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,EntrePro Corporation ,http://www.entrepro.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Forge Group ,http://www.forge.com.au/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Full 360 ,http://www.full360.com/,"The BI, Data Warehousing, and Oracle Hyperion in the Cloud Experts | Full 360"
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Gavroshe Technologies ,http://www.gavroshe.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Genware Computer Systems Inc. ,http://www.genwarecs.com/,Genware Computer Systems – Advanced Analytics – Genware delivers information as an asset. Augment Intelligence with Advanced Analytics
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,GetReals Consulting ,http://www.getreals.com/,GetReals
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Headstrong ,http://www.headstrong.com/,Capital Markets | Capital Markets Transformation | Genpact
DMOZ - Health: Animal: Veterinary Medicine,Vetstream ,http://www.vetstream.com/,"Treat, Learn and Communicate  from Vetstream | Definitive Veterinary Intelligence"
DMOZ - Health: Animal: Veterinary Medicine,Web-DVM ,http://web-dvm.net/,"Web DVM | Health, advice, and information online community for dog and cat lovers."
DMOZ - Health: Animal: Veterinary Medicine,Wikivet ,http://www.wikivet.net/,WikiVet English
DMOZ - Health: Animal: Veterinary Medicine,wwvffa ,http://tech.groups.yahoo.com/group/wwvffa/,
DMOZ - Health: Animal: Veterinary Medicine,Yahoo! Groups: VetNet ,http://pets.groups.yahoo.com/group/vetnet/,
DMOZ - Health: Animal: Veterinary Medicine,Your Own Vet ,http://yourownvet.com/,- YOUR OWN VET - Access to a veterinarian from the comfort of your own home
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Hired Brains Incorporated ,http://www.hiredbrains.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Insightformation, Inc. ",http://www.insightformation.com/,"InsightFormation, Inc."
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Intelligent Solutions, Inc. ",http://www.intelsols.com/,About ISI | BBBT
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Knightsbridge Solutions LLC ,http://www.knightsbridge.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Knowledge Partners Inc. ,http://www.kpiusa.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Llumino ,http://www.llumino.com/,Llumino
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,LoganBritton ,http://www.loganbritton.com/,LoganBritton  | Your Data Confidence Company
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Myers-Holum, Inc. ",http://www.myersholum.com/,Myers-Holum
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Navigant Consulting, Inc. ",http://www.navigant.com/,"Advisory, Consulting, Outsourcing Services  | Guidehouse"
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Nippur ,http://www.nippur.nl/,Nippur | Taking data to heart | voor een passende data-oplossing
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Palisades Research Inc. ,http://www.palisadesresearch.com/,OLAP SAS Consultants - Data Warehouse - Statistical Modeling - Merge/Purge Development- Decision Support
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Peter J. Lamb and Associates ,http://www.dataarch.ca/,Data Arch – Data Warehousing and Master Data Solutions
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Poslovna Inteligencija ,http://www.inteligencija.com/,Poslovna inteligencija -
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,The Praxium Group ,http://www.praxiumgroup.com/,The Praxium Group. Data Warehouse Solutions. 1-678-985-9901
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Purple Frog Systems Ltd ,http://www.purplefrogsystems.com/,Purple Frog Systems - The Data Warehouse and OLAP Cube Consultancy - Power BI - Machine Learning - SQL Server Experts
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,relavision Software GmbH ,http://www.relavision.com/,relavision™ Software GmbH
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Resta ,http://www.resta.ee/,Resta | Andmeanalüüsi- ja konsultatsiooni firma
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Simpson Associates ,http://www.simpson-associates.co.uk/,Performance Management Specialists | Simpson Associates
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,SQL Power Group ,http://www.sqlpower.ca/,Enterprise Application Software for Financial Regulators | SQL Power
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Storan Technologies, Inc. ",http://www.storan.com/,Home - Storan Technologies Inc.
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Strategic Information Systems Group ,http://www.sisg.com/,Strategic Information Systems Group - Data Integration - Data Warehousing - Business Intelligence - Data Conversion - Technical Architecture
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Symmetrics ,http://www.symmetrics.net/,compare security system
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Technatomy Corporation ,http://www.technatomy.com/,Technatomy - Empowering People Through Technology | Technatomy
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,ThotWave Technologies ,http://www.thotwave.com/,
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,"Threshold Consulting Services, Inc. ",http://www.thresholdcs.com/,Enterprise Solutions & Analytics - Huron
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Tim Feetham Consulting ,http://www.timfeetham.com/,timfeetham.com - Registered at Namecheap.com
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Touchstone Systems Limited ,http://www.touchstone-systems.co.uk/,"Touchstone Systems Limited.  Data warehouses, Data Migration and Business Intelligence"
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Trinus Corporation ,http://www.trinus.com/,Trinus Corporation - Engaging with insight.
DMOZ - Computers: Software: Databases: Data Warehousing: Consultants,Vedicsoft Solutions Inc. ,http://www.vedicsoft.com/,
